repositoryName,mcrTags
Cetsoft/imcache,"[beans,cache,database,dependency-injection,example,github,junit,mock,mocking,redis,spring,testing,transaction]"
audit4j/audit4j-core,"[apache,api,bytecode,commons,concurrency,concurrent,dependency-injection,ftp,io,javax,jmx,json,junit,management,mock,mocking,network,servlet,specs,standard,testing,xml,yaml]"
HubSpot/jinjava,"[api,benchmark,ftp,generator,google,html,io,logging,math,network,parser,performance,slf4j,yaml]"
yahoo/fili,"[analyzer,annotations,apache,api,asynchronous,avro,binding,bytecode,cache,client,codec,codehaus,collections,commons,compiler,config,container,csv,database,date,dependency-injection,eclipse,embedded,facebook,framework,full-text,google,groovy,http,index,indexing,io,javax,jdbc,jetty,json,junit,jvm,language,library,logging,lucene,management,matching,metadata,metrics,module,monitoring,netty,network,parser,performance,protocol,provider,reactive,reflection,runtime,serialization,server,servlet,slf4j,socket,specs,spring,sql,standard,structures,system,tabular,testing,time,validation,webserver,webservice]"
jxlsteam/jxls,"[apache,api,beans,bridge,bytecode,commons,compression,database,embedded,excel,io,junit,logging,mock,mocking,reflection,schema,slf4j,spreadsheet,sql,testing]"
quarkusio/quarkus-workshops,"[annotations,api,client,github,javax,jboss,json,specs,standard]"
apache/tez,"[analysis,annotations,apache,api,asynchronous,authentication,base64,bigdata,bridge,cli,client,cluster,codec,codehaus,collections,command-line,commons,defect,distributed,encoding,encryption,example,file-system,framework,google,hadoop,http,io,javax,json,junit,leveldb,library,logging,management,managment,mapreduce,metadata,metrics,mock,mocking,monitoring,netty,network,parallel,parser,performance,plugin,protocol,proxy,query,runtime,serialization,server,service,servlet,slf4j,socket,specs,standard,storage,structures,testing,tools,web,webservice,yarn]"
adminfaces/admin-template,"[admin,api,github,javaee,javax,specs,standard]"
OctoPerf/kraken,"[analysis,annotations,apache,api,client,codehaus,command,commons,container,defect,directory,encryption,engine,execution,external,google,http,io,junit,kubernetes,metadata,mock,mocking,process,testing]"
consulo/consulo,"[apache,api,assertion,base64,binding,bridge,buffer,bytecode,cli,client,codec,commons,compression,eclipse,encoding,engine,github,google,gwt,http,io,javax,jetty,json,junit,layout,library,logging,messaging,mime,mock,mocking,native,netty,network,parser,platform,protocol,proxy,quality,rpc,runtime,security,serialization,server,servlet,slf4j,socket,specs,standard,swing,swt,testing,thrift,transport,ui,web,webserver,websocket,x86,xml,xpath,yaml]"
bndtools/bnd,"[annotations,apache,api,assertion,asynchronous,beans,build,build-system,bundle,bytecode,commons,eclipse,embedded,esb,event,framework,http,jetty,junit,logging,mapping,maven,metadata,mocking,model,osgi,platform,plugin,quality,reflection,reporter,repository,server,service,slf4j,spring,testing,tools,webserver,xml]"
google/allocation-instrumenter,"[analysis,annotations,apache,api,bytecode,google,javax,junit,specs,standard,testing,tree]"
mikera/vectorz,"[api,benchmark,engine,google,junit,performance,testing]"
mttkay/ignition,"[android,aop,aspect,collections,google,junit,matching,platform,structures,testing]"
keycloak/keycloak-quickstarts,"[annotations,apache,api,binding,browser,cache,client,command-line,dependency-injection,driver,eclipse,ejb,extension,hibernate,http,interface,javax,jaxrs,jboss,jpa,json,junit,matching,mvc,persistence,rest,security,server,service,servlet,specs,spring,standard,starter,testing]"
spotify/folsom,"[api,cache,client,codec,dns,google,io,junit,library,logging,management,matching,metrics,mock,mocking,monitoring,native,netty,network,performance,slf4j,socket,testing,transport]"
GIScience/openrouteservice,"[annotations,apache,api,binding,bridge,broker,bytecode,client,config,database,driver,framework,geo,hsql,io,javax,jdbc,json,junit,kafka,logging,math,message,pool,postgresql,rest,runtime,server,servlet,slf4j,specs,spring,standard,starter,streaming,swagger,swing,testing,tomcat,typesafe,ui,web,webserver,xml]"
apache/datasketches-java,"[apache,memory,testing,testng]"
tcplugins/tcWebHooks,"[apache,api,base64,beans,client,code,codec,codegen,commons,diff,eclipse,encoding,engine,framework,generator,github,google,http,ide,io,javax,jetty,json,junit,logging,mock,mocking,proxy,reflection,server,servlet,specs,spring,standard,support,template,testing,web,webapp,webserver,webservice,xml]"
sismics/reader,"[analyzer,apache,api,bridge,bundle,codehaus,commons,compression,database,date,driver,eclipse,embedded,forms,framework,full-text,google,hashing,hibernate,hsql,html,index,indexing,io,javax,jetty,jpa,json,junit,logging,lucene,mapping,parser,persistence,pooling,postgresql,relational,server,servlet,slf4j,specs,sql,standard,testing,time,web,webapp,webserver,webservice]"
tonikelope/megabasterd,"[annotations,apache,api,binding,collections,commons,javax,jdbc,json,metadata,specs,sql,sqlite,standard,structures,xml]"
warmuuh/libsass-maven-plugin,"[apache,api,assets,build,build-system,io,junit,maven,model,plugin,testing,tools,web]"
sirensolutions/siren-join,"[apache,benchmark,bridge,client,collections,elastic,elasticsearch,framework,google,http,index,junit,logging,lucene,matching,native,performance,runner,search,server,slf4j,structures,testing]"
thomasdarimont/keycloak-extension-playground,"[admin,apache,api,assertion,binding,cache,client,code,codegen,config,directory,eclipse,generator,github,google,interface,io,jaxrs,jboss,jpa,json,junit,kafka,ldap,metrics,model,persistence,provider,quality,rest,server,service,servlet,streaming,testing]"
graphaware/neo4j-to-elasticsearch,"[client,database,elastic,elasticsearch,graph,integration,io,json,module,neo4j,search,testing]"
spring-projects/spring-boot,"[apache,api,compiler,dependency-injection,javax,kotlin,language,loader,logging,reflection,runtime,servlet,slf4j,specs,spring,standard,tools]"
dyc87112/SpringCloud-Learning,"[apache,api,client,code,codegen,connector,data,database,datasource,driver,encoder,forms,framework,generator,github,http,io,jdbc,logging,migration,mysql,rules,servlet,spring,starter,swagger,system,testing,upload,web]"
jenkinsci/docker-workflow-plugin,"[api,config,docker,extension,jenkins,metadata,model,pipeline,plugin,provider,tags,testing,tools]"
JodaOrg/joda-time,"[junit,testing]"
codelibs/jcifs,"[annotations,api,bridge,encryption,javax,junit,logging,mock,mocking,servlet,slf4j,specs,standard,testing]"
chengdedeng/waf,"[annotations,apache,api,authentication,client,code,codegen,communication,coordination,cryptography,distributed,framework,generator,google,groovy,grpc,http,io,json,jwt,metadata,mock,mocking,netty,network,protocol,proxy,remoting,rpc,security,serialization,socket,spring,stub,swagger,testing,ui]"
tyronczt/imooc-o2o,"[api,beans,binding,client,collections,connector,database,dependency-injection,dom,driver,framework,github,google,javax,jdbc,json,jsp,junit,library,logging,mapping,mvc,mysql,persistence,pooling,redis,relational,runtime,servlet,specs,spring,sql,standard,structures,taglib,testing,transaction,upload,web,xml]"
jenkinsci/jenkinsfile-runner,"[apache,bootstrap,cli,client,commons,dsl,eclipse,elastic,elasticsearch,engine,git,github,http,io,jenkins,jetty,library,logging,module,parser,pipeline,plugin,request,rest,rules,runner,scm,search,server,servlet,support,system,template,testing,text,transport,webapp,webserver,yaml]"
apache/incubator-inlong,"[admin,agent,analysis,annotation,annotations,aop,apache,api,appserver,aspect,assertion,avro,base64,beans,bigdata,binding,bridge,bytecode,cache,cli,client,code,codec,codegen,collections,command-line,commons,communication,compression,config,connector,coordination,csv,dao,data,database,date,defect,dependency-injection,distributed,driver,eclipse,embedded,encoding,engine,example,expression,framework,generator,github,google,hadoop,http,io,javax,jdbc,jetty,jpa,json,junit,language,logging,manager,mapping,matching,metadata,mock,mocking,module,mysql,netty,network,orm,parser,persistence,plugin,processor,prometheus,protocol,quality,query,regexp,relational,remoting,rest,rocksdb,sdk,security,serialization,server,service,servlet,slf4j,socket,specs,spring,sql,standard,starter,structures,swagger,tabular,template,testing,testng,time,tools,ui,validation,web,webserver,workflow,zookeeper]"
zalando/problem,"[analysis,annotations,api,binding,code,codegen,defect,engine,generator,google,json,junit,logging,matching,metadata,mock,mocking,processor,slf4j,testing,validation]"
CoreMedia/jangaroo-tools,"[analysis,annotations,ant,apache,api,base64,beans,binding,bridge,build,build-system,cli,client,codec,codehaus,collections,command,commons,compatibility,compiler,config,defect,dependency-injection,driver,eclipse,encoding,engine,execution,external,generator,github,google,http,io,javascript,javax,jetty,json,junit,jvm,language,logging,management,matching,maven,metadata,mock,mocking,model,parser,plugin,process,proxy,reflection,remote,resource,runner,scripting,selenium,server,servlet,slf4j,specs,standard,structures,support,template,testing,tools,web,webserver,xml,yaml]"
spotify/spydra,"[analysis,annotation,annotations,apache,api,authentication,binding,bridge,cli,client,cloud,cluster,command-line,connector,data,defect,dependency-injection,example,extension,framework,google,hadoop,http,io,json,junit,logging,managment,mapreduce,matching,metadata,metrics,mock,mocking,module,netty,network,oauth,parallel,parser,protocol,serialization,service,servlet,slf4j,socket,storage,testing,xml,yarn]"
netplex/json-smart-v2,"[api,bytecode,json,junit,testing]"
VCNC/haeinsa,"[analysis,apache,database,defect,google,hadoop,hbase,metadata,nosql,protocol,serialization,testing,testng,thrift]"
magro/memcached-session-manager,"[analysis,annotations,apache,api,authentication,base64,bridge,bytecode,cache,client,codec,codehaus,database,date,defect,embedded,encoding,framework,github,google,grails,groovy,hibernate,hsql,http,javax,jboss,jsf,json,logging,manager,mapping,matching,memcached,metadata,mock,mocking,netty,network,persistence,redis,relational,security,serialization,server,servlet,session,slf4j,socket,specs,spring,sql,standard,testing,testng,time,tomcat,web,webserver,wicket,xml]"
HubSpot/SlimFast,"[amazon,annotations,apache,api,aws,build,build-system,codehaus,hadoop,json,maven,metadata,model,plugin,s3,sdk,tools]"
jnr/jnr-posix,"[github,junit,native,testing]"
arteam/100-Java-Concurrency-questions,"[benchmark,generator,junit,performance,testing]"
openzipkin/zipkin-dependencies,"[assertion,cassandra,client,database,driver,elastic,elasticsearch,http,io,jdbc,junit,mysql,quality,search,sql,storage,testing,tracing]"
paypal/SeLion,"[analysis,annotations,apache,api,automation,base64,beans,browser,build,build-system,cli,client,codec,codehaus,collections,command,commons,compiler,compression,config,defect,dom,driver,encoding,engine,excel,execution,expression,external,framework,google,htmlunit,http,io,java,json,language,logging,maven,metadata,mock,mocking,module,parser,plugin,process,reflection,resource,selenium,server,spreadsheet,spring,structures,support,template,testing,testng,tools,upload,web,xml,xpath,yaml]"
andreschaffer/event-sourcing-cqrs-examples,"[analysis,annotations,apache,api,client,commons,defect,google,http,io,junit,matching,metadata,mock,mocking,testing,validation,webservice]"
jan-molak/jenkins-build-monitor-plugin,"[agent,analyzer,apache,api,build,build-system,bytecode,client,commons,connector,date,dependency-injection,eclipse,filtering,ftp,github,google,http,interface,jenkins,junit,logging,maven,network,plugin,provider,repository,slf4j,testing,time,transport,view,webdriver,xml]"
yahoo/elide,"[aggregation,annotations,ant,apache,api,asynchronous,beans,binding,bridge,build,bytecode,cache,classpath,cli,client,code,codegen,codehaus,collections,command-line,commons,compiler,compression,config,console,container,database,dependency-injection,dom,eclipse,embedded,encoder,engine,expression,generator,github,google,graphql,groovy,hibernate,http,io,javax,jdbc,jetty,jms,jpa,json,junit,jvm,lambda,language,launcher,logging,management,mapping,messaging,metadata,metrics,mock,mocking,model,module,monitoring,orm,parser,performance,persistence,platform,pool,queue,reactive,reflection,relational,rest,runtime,schema,search,server,servlet,slf4j,specs,spring,sql,standard,structures,swagger,system,terminal,testing,tools,transaction,validation,web,webapp,webserver,webservice,websocket,xml,yaml]"
jfree/jfreechart-fse,"[api,javax,junit,servlet,specs,standard,testing]"
Nurtak/ObjectGraphVisualization,"[apache,api,binding,bridge,engine,graphics,javax,junit,launcher,logging,platform,runner,runtime,slf4j,specs,standard,testing,xml]"
agoncal/agoncal-book-javaee7,"[apache,api,client,connector,container,database,driver,eclipse,embedded,expression,hibernate,http,javaee,javax,jboss,jpa,json,junit,language,mock,mocking,mysql,persistence,processor,server,servlet,specs,sql,standard,testing,validation,webservice]"
huya-ext/miniapp,"[apache,api,authentication,base64,bridge,client,code,codec,codegen,commons,encoding,framework,generator,google,http,io,json,jwt,logging,messaging,netty,network,protocol,security,serialization,slf4j,socket,websocket]"
JitseB/NPCLib,"[api,framework,io,netty,network,socket]"
martint/jmxutils,"[dependency-injection,extension,google,reflection,testing,testng]"
mesos/storm,"[apache,api,bridge,cluster,command,commons,coordination,distributed,execution,external,google,io,jetty,json,junit,logging,managment,mesos,mock,mocking,process,protocol,serialization,server,slf4j,testing,web,webserver,yaml]"
spring-projects/spring-restdocs,"[api,assertion,binding,data,database,embedded,framework,hibernate,jpa,json,junit,matching,mvc,persistence,quality,rest,servlet,spring,sql,testing,validation,web]"
kohlschutter/junixsocket,"[client,connector,database,driver,example,http,mysql,native,postgresql,rmi,server]"
pingidentity/scim2,"[annotations,apache,api,binding,client,connector,dependency-injection,extension,framework,google,javax,jaxrs,jetty,json,metadata,provider,rest,sdk,server,specs,standard,testing,testng,webserver,webservice,xml]"
